Nx,dx,tau,CFL,tEnd,step,elapsedTime,L1_rho,L1_u,L1_p,L1_T,waveL1_rho,waveL1_u,waveL1_p,waveL1_T,waveLinf_T,T_peak_excess,T_peak_excess_percent,retryCountTotal,fallbackCountTotal
6250,0.0032,5e-05,0.1,0.15,12000,39.957322125,0.00015342131810431,0.000315013510833354,0.000138492406894412,0.000222208488862366,0.00437846227466302,0.00899011161054094,0.00395240887255435,0.00634156646296402,0.206546203996441,0.00204819276266033,0.179443088697282,0,0
